id,title,price,currency_id,ITEM_CONDITION,SINGLE_OWNER,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_DISPLACEMENT,LINE,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,CYLINDERS,ENGINE_MANUFACTURER,LOADING_CAPACITY,LENGTH,MCO1744-CILIND,MCO1744-TRAC,MCO1744-COMBUS,MCO1744-KMTS
MCO866551977,Ford Fiesta ,47800000,COP,Usado,Sí,Ford,4,1.6,Gasolina,59638 km,Fiesta,Mecánica,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera
MCO866564332,Chevrolet Spark,18450000,COP,Usado,,Chevrolet,4,1.0,Gasolina,102400 km,Spark GT,Mecánica,1.0,2012,1000 L,,,,Delantera
MCO864589595,Toyota Corolla 2020 1.8 Se-g,112900000,COP,Usado,,Toyota,4,1.8,Gasolina,16000 km,Corolla,Automática,1.8 Se-g,2020,1.8 L,g12,5,138 hp,Delantera,Sí,,,
MCO864584440,Volkswagen Tiguan Sport & Style 2.0 Tsi 4motion 4x4 ,68500000,COP,Usado,No,Volkswagen,5,2.0,Gasolina,82000 km,Tiguan,Automática,2.0 Sport & Style,2014,2 L,,5,200 hp,4x4,Sí,,,
MCO864378725,Mazda Cx-5 2019 2.0 Touring Camioneta,105000000,COP,Usado,,Mazda,5,2.0,Gasolina,32000 km,CX-5,Automática,2.0 Touring Camioneta,2019,2 L,,5,152 hp,4x4,Sí,,,
MCO864186655,Toyota Land Cruiser 1999 4.5 Fzj75 Macho,110000000,COP,Usado,,Toyota,2,4.5,Gasolina,1 km,Land Cruiser,Mecánica,4.5 Fzj75 Macho,1999,4.5 L,,2,210 hp,4x4,Sí,,,
MCO864191702,Renault Sandero Expression  2015,32300000,COP,Usado,,Renault,5,,Gasolina,116000 km,2015,Mecánica,expression,2015,,,,,,,,,
MCO863855314,Renault Stepway 2019 1.6 Intense Automática,53500000,COP,Usado,,Renault,5,1.6,Gasolina,42000 km,Stepway,Automática,1.6 Intense Automática,2019,1.6 L,,5,105 hp,Delantera,Sí,,,
MCO863608032,Volkswagen Gol Comfortline Mt,54380000,COP,Nuevo,,Volkswagen,5,,Gasolina,0 km,Gol,Mecánica,Comfortline MT,2022,,,,,,,,,
MCO863472231,Chevrolet Captiva 2011 2.4 Sport,33000000,COP,Usado,,Chevrolet,5,2.4,Gasolina,110000 km,Captiva,Mecánica,2.4 Sport,2011,2384 cc,,5,169 hp,4x2,,,,
MCO863464725,Mazda 3 2019 2.0 Touring,72000000,COP,Usado,,Mazda,4,2.0,Gasolina,39000 km,3,Automática,2.0 Touring,2019,2 L,,5,153 hp,Delantera,Sí,,,
MCO863408856,Chevrolet Tracker 2018 1.8 Ls,65400000,COP,Usado,,Chevrolet,5,1.8,Gasolina,45000 km,Tracker,Mecánica,1.8 Ls,2018,1.8 L,,5,138 hp,4x2,Sí,,,
MCO863426930,Ford Ecosport Titanium,82000000,COP,Usado,Sí,Ford,5,2.0,Gasolina,12200 km,Ecosport 2,Automática,2.0 Titanium,2020,2 L,,5,168 hp,4x2,Sí,,,
MCO863402114,Acura ,258000000,COP,Usado,,Acura,4,1.8,Gasolina,258000 km,Integra,Automática,1.8 Vtec,1990,1.8 L,,5,130 hp,Delantera,Sí,,,
MCO863254385,Ford Escape 2007 3.0 Xlt,32500000,COP,Usado,,Ford,5,3.0,Gasolina,115000 km,Escape,Automática,3.0 Xlt,2007,3000 cc,,5,200 hp,4x4,,,,
MCO863179701,Chevrolet Spark Life Hb Mt 2019 - 1000cc,32900000,COP,Usado,,Chevrolet,4,,Gasolina,46375 km,Spark,Mecánica,LIFE,2019,1000 cc,,,,,Sí,,,
MCO863179407,Mazda Cx-30,95000000,COP,Usado,,Mazda,5,,Gasolina,14000 km,CX-30,Automática,Touring,2021,,,,,4x2,Sí,,,
MCO863026673,Ssangyong Korando 2.0 Automática Modelo 2015,49700000,COP,Usado,Sí,Ssangyong,5,2.0,Gasolina,70000 km,Korando,Automática,2.0 C Fl Gasolina 4x2,2015,2 L,,5,147 hp,4x2,Sí,,,
MCO863037345,Peugeot Partner,69000000,COP,Usado,,Peugeot,2,1.6,Diésel,36000 km,Partner,Automática,1.6l,2020,1.6 L,,2,92 hp,Delantera,Sí,,,
MCO862928879,Chevrolet Sail Lt,29500000,COP,Usado,,Chevrolet,4,,Gasolina,101000 km,Sail,Mecánica,Lt,2015,,,,,,,,,
MCO862922440,Mazda 2 2017 1.5 Grand Touring,58500000,COP,Usado,,Mazda,5,1.5,Gasolina,71000 km,2,Automática,1.5 Grand Touring,2017,1.5 L,,5,106 hp,Delantera,Sí,,,
MCO863859274,Renault Logan 2018 1.6 Privilege / Intens,40900000,COP,Usado,,Renault,5,1.6,Gasolina,93300 km,Logan,Automática,1.6 Privilege / Intens,2018,1.6 L,,5,105 hp,Delantera,Sí,,,
MCO862954323,Toyota Prado Txl,259900000,COP,Usado,,Toyota,5,3.0,Diésel,48000 km,Prado,Automática,3.0 Tx-l Fl,2019,3 L,,5,170 hp,4x4,Sí,,,
MCO863030574,Acura ,310000000,COP,Usado,,Acura,4,1.8,Gasolina,310000 km,Integra,Automática,1.8 Vtec,1990,1.8 L,,5,130 hp,Delantera,Sí,,,
MCO862915155,Hyundai I10 2014 1.1 Sport,31000000,COP,Usado,,Hyundai,5,1.1,Gasolina,33000 km,i10,Mecánica,1.1 Sport,2014,1.1 L,,5,65 hp,Delantera,,,,
MCO862901447,Volvo Xc60 2.0 T5 Awd Momentum,184900000,COP,Usado,Sí,Volvo,5,2.0,Gasolina,7900 km,XC60,Automática,2.0 T5 Awd Momentum,2021,2 L,,5,254 hp,4x4,Sí,,,
MCO863023399,Nissan Pathfinder 3.5 Sense,98000000,COP,Usado,Sí,Nissan,5,3.5,Gasolina,23000 km,Pathfinder,Automática,3.5 Sense,2017,3500 cc,,,,4x4,Sí,,,
MCO862918660,Volkswagen Jetta 2012 2.0 Trendline,35500000,COP,Usado,,Volkswagen,4,2.0,Gasolina,86000 km,Jetta,Mecánica,2.0 Trendline,2012,1984 cc,v,5,114 hp,Delantera,Sí,,,
MCO863027207,Volkswagen Jetta 2013 1.8 Gli,38500000,COP,Usado,,Volkswagen,4,1.8,Gasolina,80000 km,Jetta,Mecánica,1.8 Gli,2013,1781 cc,v,5,180 hp,Delantera,Sí,,,
MCO862761478,Chevrolet Jimny 1999 1.3,23500000,COP,Usado,,Chevrolet,5,1.3,Gasolina,220000 km,Jimny,Mecánica,1.3,1999,1300 cc,,5,79 hp,4x4,,,,
MCO862635473,Renault Koleos 2010 2.5 Dynamique,43800000,COP,Usado,,Renault,5,2.5,Gasolina,138000 km,Koleos,Mecánica,2.5 Dynamique,2010,2488 cc,,5,170 hp,4x4,Sí,,,
MCO862603569,"Bmw X5 3,0i Sport Utilit E53",39500000,COP,Usado,,BMW,5,,Gasolina,125000 km,"X5 3,0i sport utilit",Automática,E53,2003,,,,,,,,,
MCO862602674,Mazda 2 Hatchback 2020,63500000,COP,Usado,No,Mazda,5,1.5,Gasolina,17300 km,2,Automática,1.5 Grand Touring 5 p,2020,1.5 L,,5,106 hp,Delantera,Sí,,,
MCO862632594,Renault Logan 2011 1.4 Entry Familier,21500000,COP,Usado,,Renault,4,1.4,Gasolina,102000 km,Logan,Mecánica,1.4 Entry Familier,2011,1390 cc,,5,75 hp,Delantera,Sí,,,
MCO862620187,Bmw Z4 Bmw Z4,179000000,COP,Usado,,BMW,3,,Gasolina,12000 km,Z4,Automática,BMW Z4,2019,,,,,,,,,
MCO862638399,Mazda Cx-3 Touring At,82900000,COP,Usado,,Mazda,5,,Gasolina,44000 km,CX-3,Automática,Touring At,2019,,,,,,,,,
MCO862303550,Renault Stepway 2020 1.6 Dynamique / Intens Mecánica,55000000,COP,Usado,,Renault,5,1.6,Gasolina,18000 km,Stepway,Mecánica,1.6 Dynamique / Intens Mecánica,2020,1.6 L,,5,105 hp,Delantera,Sí,,,
MCO862280824,Toyota 4runner 2014 4.0 Sr5 Fl Automática,158500000,COP,Usado,,Toyota,5,4.0,Gasolina,105000 km,4Runner,Automática,4.0 Sr5 Fl Automática,2014,4 L,,5,275 hp,4x4,Sí,,,
MCO862263229,Hyundai Tucson 2.0 At 4x2,126900000,COP,Usado,Sí,Hyundai,5,2.0,Gasolina,32000 km,Tucson,Automática,2.0 Gl Premium,2020,2 L,,5,154 hp,4x2,Sí,,,
MCO862263099,Cerato Forte Kou,37000000,COP,Usado,,Kia,2,1600,Gasolina,124000 km,CERATO KOUP,Mecánica,Koup,2013,1600 L,,,,Delantera,,,,
MCO862178063,Kia Sportage 2010 2.0l 4x4,43800000,COP,Usado,,Kia,5,2.0,Gasolina,88000 km,Sportage,Mecánica,2.0l 4x4,2010,1975 cc,,5,142 hp,4x4,Sí,,,
MCO862125111,Chevrolet D-max 2017 2.5l Mecánica,77800000,COP,Usado,,Chevrolet,2,2.5,Diésel,67000 km,D-Max,Mecánica,2.5l Mecánica,2017,2.5 L,,2,130 hp,4x2,,,,
MCO862009312,Chevrolet Gt 2013 ,27500000,COP,Usado,,Chevrolet,5,1200,Gasolina,165000 km,Spark GT,Mecánica,LT,2013,,,,,,,,,
MCO861969089,Mazda 626 Milenio,19600000,COP,Usado,,Mazda,4,,Gasolina,133725 km,626,Automática,Milenio,2004,,,,,,,,,
MCO861952327,Toyota 4runner 2016 4.0 Sr5 Fl Automática,174990000,COP,Usado,,Toyota,5,4.0,Gasolina,129000 km,4Runner,Automática,4.0 Sr5 Fl Automática,2016,4 L,,5,275 hp,4x4,Sí,,,
MCO861980810,Toyota Fortuner 2016 2.7l 4x2,112000000,COP,Usado,,Toyota,5,2.7,Gasolina,90000 km,Fortuner,Mecánica,2.7l 4x2,2016,2.7 L,,5,158 hp,4x2,Sí,,,
MCO862006714,Mazda 3 2015 2.0 Prime,54500000,COP,Usado,,Mazda,4,2.0,Gasolina,71000 km,3,Mecánica,2.0 Prime,2015,2 L,,5,153 hp,Delantera,Sí,,,
MCO861434752,Bmw 330e Hybrid,230900000,COP,Usado,,BMW,4,2.0,Híbrido,5000 km,Serie 3,Automática,2.0 330e F30 Lci Iperformance,2021,1998 cc,,5,184 hp,Trasera,Sí,,,
MCO861198961,Mazda Bt-50 2008 2.2 B22dc7,48000000,COP,Usado,,Mazda,4,2.2,Gasolina,220186 km,BT-50,Mecánica,2.2 B22dc7,2008,2184 cc,,5,99 hp,4x2,Sí,,,
MCO860944245,Nissan  2018,75000000,COP,Usado,,Nissan,2,2.5,Gasolina,63000 km,Frontier,Automática,2.5l Asl Gasolina,2018,2.5 L,,2,158 hp,4x2,Sí,,,
MCO860955406,Mazda Bt-50 4x2 Full Equipo ,45500000,COP,Usado,,Mazda,4,2200,Gasolina,128000 km,BT-50,Mecánica,4x2 full equipo,2011,2200 L,,,,,Sí,,,
MCO860877312,Bmw X3,47990000,COP,Usado,,BMW,5,2.5,Gasolina,155000 km,X3,Automática,E83 2.5si,2009,2.5 L,,5,218 hp,4x4,Sí,,,
MCO860592619,Toyota Hilux 2.4 L Mecánica 2022,175000000,COP,Usado,Sí,Toyota,4,2.4,Diésel,250 km,2022,Mecánica,2.4L Mecánica,2022,2.4 L,g8,2,147 hp,4x4,Sí,,,
MCO860609717,Nissan Frontier 2018 2.5l Automática Diésel 4x4,116000000,COP,Usado,,Nissan,2,2.5,Diésel,70000 km,Frontier,Automática,2.5l Automática Diésel 4x4,2018,2.5 L,,2,161 hp,4x4,Sí,,,
MCO860309019,Ford Edge,56000000,COP,Usado,Sí,Ford,5,3.5,Gasolina,94000 km,Edge,Automática,3.5 Se Fl,2013,3500 cc,,5,285 hp,4x4,Sí,,,
MCO860321172,Mazda Cx-3 Grand Touring,87000000,COP,Usado,No,Mazda,5,2.0,Gasolina,43000 km,CX-3,Automática,grand touring,2020,2000 cc,,,,4x2,Sí,,,
MCO860160055,Renault Fluence 2012 2.0 Privilege,35000000,COP,Usado,,Renault,4,2.0,Gasolina,98900 km,Fluence,Mecánica,2.0 Privilege,2012,2 L,,5,143 hp,Delantera,Sí,,,
MCO860525028,Bmw Serie 2 2015 3.0 M235i F22 Coupe,96300000,COP,Usado,,BMW,2,3.0,Gasolina,71000 km,Serie 2,Automática,3.0 M235i F22 Coupe,2015,3 L,,2,326 hp,Trasera,Sí,,,
MCO860153176,Hyundai Accent 2015 1.6l 4 P,45000000,COP,Usado,,Hyundai,4,1.6,Gasolina,59000 km,Accent,Mecánica,1.6l 4 p,2015,1.6 L,,5,122 hp,Delantera,,,,
MCO860222885,Renault Sandero Expression ,46900000,COP,Usado,,Renault,5,,Gasolina,18000 km,Sandero,Mecánica,Expression,2022,,,,,,,,,
MCO860325128,Kia Sportage,35000000,COP,Usado,,Kia,5,2.0,Diésel,160000 km,Sportage,Automática,2.0 Diésel,2009,1991 cc,,5,112 hp,4x4,Sí,,,
MCO860222497,Chevrolet Beat,49500000,COP,Usado,Sí,Chevrolet,5,1206,Gasolina,24400 km,Beat,Mecánica,BEAT,2022,1206 L,,,,Delantera,Sí,,,
MCO860193380,Volkswagen Crossfox 2013 1.6l,39900000,COP,Usado,,Volkswagen,5,1.6,Gasolina,88000 km,Crossfox,Mecánica,1.6l,2013,1598 cc,,5,99 hp,Delantera,Sí,,,
MCO860068301,Chevrolet 2018 Premier,76000000,COP,Usado,,Chevrolet,5,,Gasolina,55000 km,2018,Automática,premier,2018,,,,,,,,,
MCO859842993,Mercedes-benz Clase A 2015 1.6 A 200,70900000,COP,Usado,,Mercedes-Benz,5,1.6,Gasolina,62500 km,Clase A,Automática,1.6 A 200,2015,1.6 L,,5,154 hp,Delantera,Sí,,,
MCO859667809,Toyota Land Cruiser 1971 4.2 Fj40,37000000,COP,Usado,,Toyota,5,4.2,Gasolina,100 km,Land Cruiser,Mecánica,4.2 Fj40,1971,4.2 L,,5,135 hp,4x4,Sí,,,
MCO859647588,Nissan Dong Feng,36000000,COP,Usado,No,Nissan,4,Nissan,Diésel,125000 km,Doble Cabina,Mecánica,Dong Feng Linea Rich,2014,2500 cc,,,,4x4,Sí,,,
MCO859616002,Toyota Prado 2013 3.0 Tx,143200000,COP,Usado,,Toyota,5,3.0,Diésel,173000 km,Prado,Mecánica,3.0 Tx,2013,2982 cc,,5,161 hp,4x4,Sí,,,
MCO859224047,Kia Mohave 2009 3.8,43500000,COP,Usado,,Kia,5,3.8,Gasolina,157200 km,Mohave,Mecánica,3.8,2009,3778 cc,,5,274 hp,4x4,Sí,,,
MCO859261563,Toyota Prado Prado Txl 2.8 Diesel,306900000,COP,Usado,Sí,Toyota,4,2.8,Diésel,1500 km,Prado,Automática,TXL 2.8 Diesel,2022,2800 L,,,,4x4,Sí,,,
MCO859239265,Volvo Xc90 T8 Awd Inscription,299900000,COP,Usado,Sí,Volvo,5,2.0,Híbrido,4954 km,XC90,Automática,2.0 T8 Awd Inscription Hibrido,2021,2 L,,5,320 hp,4x4,Sí,,,
MCO858986165,Mercedes-benz Clase Gle 2020 3.0 Coupe 4matic,270000000,COP,Usado,,Mercedes-Benz,5,3.0,Diésel,20000 km,Clase GLE,Automática,3.0 Coupe 4matic,2020,2987 cc,,5,255 hp,4x4,Sí,,,
MCO858998442,Toyota Corolla Hybrid,97000000,COP,Usado,,Toyota,4,,Híbrido,25000 km,Corolla,Automática,hybrid,2020,,,,,,,,,
MCO858886365,Mercedes-benz 200 C200 Kompresor,53500000,COP,Usado,,Mercedes-Benz,4,,Gasolina,63500 km,200,Automática,C200 Kompresor,2009,,,,,,,,,
MCO863790726,Mitsubishi Montero 1995 2.6 V12,33000000,COP,Usado,,Mitsubishi,5,2.6,Gasolina,195600 km,Montero,Mecánica,2.6 V12,1995,2555 cc,,5,113 hp,4x4,Sí,,,
MCO858540752,Hyundai Santa Fe 2015 2.4 Gls+,78000000,COP,Usado,,Hyundai,5,2.4,Gasolina,80000 km,Santa Fe,Mecánica,2.4 Gls+,2015,2.4 L,,5,173 hp,4x4,,,,
MCO858494634,Chevrolet Sport Sport,33000000,COP,Usado,,Chevrolet,4,,Gasolina,133000 km,Captiva,Automática,Sport,2011,,,,,,,,,
MCO858157679,"Mazda 3 All New, 2014",50000000,COP,Usado,No,Mazda,4,2.0,Gasolina,72400 km,3,Automática,2.0 Lxna0 All New,2014,2 L,,5,,Delantera,Sí,,,
MCO865038626,Chevrolet Spark 2019 1.0 Life,27500000,COP,Usado,,Chevrolet,5,1.0,Gasolina,30200 km,Spark,Mecánica,1.0 Life,2019,1 L,,5,65 hp,Delantera,Sí,,,
MCO863790991,Kia Picanto Vibrant 2018 Automatico 1.25,44900000,COP,Usado,,Kia,5,1.2,Gasolina,28000 km,Picanto,Mecánica,1.25,2018,1.2 L,,5,83 hp,Delantera,Sí,,,
MCO858100151,Brilliance V5 V5 Deluxe ,38000000,COP,Usado,,Brilliance,5,,Gasolina,118255 km,V5,Mecánica,V5 Deluxe,2014,,,,,,,,,
MCO857923181,Hyundai Veracruz 2010 3.8 Gls,42000000,COP,Usado,,Hyundai,5,3.8,Gasolina,110000 km,Veracruz,Mecánica,3.8 Gls,2010,3778 cc,,5,260 hp,4x4,,,,
MCO863081592,Mini Cooper 2012 1.6 R56 S Coupe 172 Hp,53000000,COP,Usado,,Mini,2,1.6,Gasolina,43500 km,Cooper,Mecánica,1.6 R56 S Coupe 172 hp,2012,1598 cc,,2,172 hp,Delantera,Sí,,,
MCO857675178,Audi Q5,97000000,COP,Usado,No,Audi,5,2.0,Gasolina,109405 km,Q5,Automática,2.0 Tfsi S-tronic Luxury,2015,1984 cc,,5,211 hp,4x4,Sí,,,
MCO857731693,Toyota Hilux Vigo 4x4,105000000,COP,Usado,,Toyota,4,3000,Diésel,136000 km,Hilux,Automática,3.0 VIGO DIESEL 4X4,2011,3000 L,,,,4x4,Sí,,,
MCO857579622,Chevrolet N300 Cargo Con Aire Modelo 2021,60900000,COP,Usado,,Chevrolet,2,1.2,Gasolina,7000 km,N300,Mecánica,1.2 Cargo,2021,1.2 L,,2,81 hp,Delantera,Sí,,,
MCO857723436,Chevrolet N300 Cargo Con Aire Mod 2020,59900000,COP,Usado,,Chevrolet,2,1.2,Gasolina,34000 km,N300,Mecánica,1.2 Cargo,2020,1.2 L,,2,81 hp,Delantera,Sí,,,
MCO857672043,Mitsubishi Xpander 2022,107900000,COP,Nuevo,,Mitsubishi,5,1.5,Gasolina,0 km,Xpander,Automática,Xpander,2022,,,,,4x2,,,,
MCO857566825,Bmw X7 X7,350000000,COP,Usado,,BMW,5,,Gasolina,12000 km,X7,Automática,X7,2020,,,,,,,,,
MCO857246800,Nissan Frontier 2019 2.5l Mecánica Diésel,115000000,COP,Usado,,Nissan,2,2.5,Diésel,56000 km,Frontier,Mecánica,2.5l Mecánica Diésel,2019,2.5 L,,2,161 hp,4x2,Sí,,,
MCO857239179,Bmw  420i Paquete M Modelo 2017,110000000,COP,Usado,Sí,BMW,5,2.0,Gasolina,48000 km,Serie 4,Automática,2.0 M420i F36 Gran Coupe M,2017,2 L,,2,184 hp,Trasera,Sí,,,
MCO857289364,Ford Edge 2010 3.5 Limited,47000000,COP,Usado,,Ford,5,3.5,Gasolina,111000 km,Edge,Automática,3.5 Limited,2010,3500 cc,,5,265 hp,4x4,,,,
MCO857256426,Toyota Prado Txl,264900000,COP,Usado,,Toyota,5,3.0,Diésel,37000 km,Prado,Automática,3.0 Tx-l Fl 2,2019,3 L,,5,170 hp,4x4,Sí,,,
MCO857211408,Kia New Sportage Lx Aut 2.0 4x2 Mod 2018,95900000,COP,Usado,,Kia,5,2.0,Gasolina,56056 km,Sportage,Automática,2.0l Gasolina 4x2,2018,2 L,,5,153 hp,4x2,Sí,,,
MCO857096586,Nissan Xtrail Exclusive 4x4 Aut 2.5 Mod 2016,94900000,COP,Usado,,Nissan,5,,Gasolina,88995 km,X-Trail,Automática,Exclusive,2015,,,,,,,,,
MCO857089327,Volkswagen Jetta Trendline 2.0 Mt Mod 2016,47900000,COP,Usado,,Volkswagen,4,2.0,Gasolina,70900 km,Jetta,Mecánica,2.0 Trendline,2016,2 L,vi,5,115 hp,Delantera,Sí,,,
MCO857095165,Ford Mustang 2017 5.0 Gt Premium,165000000,COP,Usado,,Ford,2,5.0,Gasolina,5000 km,Mustang,Automática,5.0 Gt Premium,2017,5 L,g6,2,435 hp,Delantera,,,,
MCO857095165,Ford Mustang 2017 5.0 Gt Premium,165000000,COP,Usado,,Ford,2,5.0,Gasolina,5000 km,Mustang,Automática,5.0 Gt Premium,2017,5 L,g6,2,435 hp,Delantera,,,,
MCO857020674,Hyundai Elantra 2004 2.0 Gls 5 P,15000000,COP,Usado,,Hyundai,5,2.0,Gasolina,321445 km,Elantra,Mecánica,2.0 Gls 5 p,2004,2000 cc,,5,141 hp,Delantera,,,,
MCO856677548,Nueva Fortuner Srv 2.4 Diesel 4x2 Full - Reservas Abiertas.,193300000,COP,Nuevo,,Toyota,5,DIESEL 2.4CC,Diésel,0 km,Fortuner,Automática,SRV FULL,2022,2400 L,,,,4x2,,,,
MCO856545920,Kia Cerato Forte 2010 1.6,29990000,COP,Usado,,Kia,4,1.6,Gasolina,187000 km,CERATO FORTE,Mecánica,1.6,2010,1591 cc,,5,127 hp,Delantera,Sí,,,
MCO856612303,Bmw X3 2011 3.0 E83 Xdrive30i Executive,62000000,COP,Usado,,BMW,5,3.0,Gasolina,88000 km,X3,Automática,3.0 E83 Xdrive30i Executive,2011,3 L,,5,272 hp,4x4,,,,
MCO856555943,Toyota,89000000,COP,Usado,,Audi,5,1.8,Gasolina,125000 km,A4,Mecánica,1.8t 5 p,1997,1.8 L,,5,150 hp,Delantera,Sí,,,
MCO856207813,Audi Q3,129400000,COP,Usado,Sí,Audi,5,35 TFSI,Gasolina,36500 km,Q3,Automática,AMBITION,2020,,,,,4x2,,,,
MCO856205589,Volkswagen Jetta 2013 1.8 Gli,49900000,COP,Usado,,Volkswagen,4,1.8,Gasolina,57000 km,Jetta,Mecánica,1.8 Gli,2013,1781 cc,v,5,180 hp,Delantera,Sí,,,
MCO856098560,Porsche Macan S 3000cc At,250000000,COP,Usado,,Porsche,4,,Gasolina,21000 km,Macan,Automática,S 3000CC AT,2018,3000 cc,,,,,Sí,,,
MCO856065705,Mercedes-benz Clase C 2008 1.8 Classic 184 Hp,40000000,COP,Usado,,Mercedes-Benz,4,1.8,Gasolina,100000 km,Clase C,Mecánica,1.8 Classic 184 hp,2008,1.8 L,,5,184 hp,Trasera,Sí,,,
MCO855871982,Mercedes-benz A200 Progressive,109900000,COP,Usado,Sí,Mercedes-Benz,5,1.4,Gasolina,19000 km,A200,Automática,PROGRESSIVE,2020,,,,,,Sí,,,
MCO855595379,Bmw 320i Sport ,137500000,COP,Usado,Sí,BMW,4,2.0,Gasolina,10000 km,Serie 3,Automática,2.0 320i F30 Sportline,2020,1997 cc,,5,184 hp,Trasera,Sí,,,
MCO855607711,Mazda Cx-5 2020 2.0 Touring Station Wagon,120000000,COP,Usado,,Mazda,5,2.0,Gasolina,36233 km,CX-5,Automática,2.0 Touring Station Wagon,2020,2 L,,5,153 hp,Delantera,Sí,,,
MCO855496546,Nissan Frontier,53000000,COP,Usado,No,Nissan,4,2.4,Gasolina,128000 km,Frontier,Mecánica,2.4l 4x2,2015,2.4 L,,2,143 hp,4x2,Sí,,,
MCO855237878,Volkswagen Amarok 2019 3.0 Highline,147990000,COP,Usado,,Volkswagen,4,3.0,Diésel,91000 km,Amarok,Automática,3.0 Highline,2019,3 L,,5,224 hp,4x4,Sí,,,
MCO855198995,Great Wall Wingle 5 4x4 ,50000000,COP,Usado,Sí,Great Wall,2,2.4,Gasolina,200000 km,Wingle 5,Mecánica,2.4 Std 4x4,2014,2.4 L,,2,134 hp,4x4,,,,
MCO855227055,Ford Bronco Wiltrack ,171990000,COP,Nuevo,,Ford,5,2.0,Gasolina y gas,0 km,Bronco,Automática,WILDTRACK,2021,20 L,,,,Trasera,,,,
MCO855089322,Renault,48000000,COP,Usado,Sí,Renault,5,2.0,Gasolina,115500 km,Duster,Mecánica,2.0 Dynamique 4x2,2016,2 L,,5,138 hp,4x2,Sí,,,
MCO855095050,Nissan Frontier 2016 2.5l Diésel 4x4,95900000,COP,Usado,,Nissan,2,2.5,Diésel,119000 km,Frontier,Mecánica,2.5l Diésel 4x4,2016,2.5 L,,2,161 hp,4x4,Sí,,,
MCO855181836,Toyota Corolla 2020 2.0 Se-g,89500000,COP,Usado,No,Toyota,4,1.8,Gasolina,23000 km,Corolla,Automática,SEG 2.0 AT,2020,2 L,g12,5,,Delantera,Sí,,,
MCO855072398,Fiat Argo Drive Modelo 2022 4x2,66990000,COP,Nuevo,,Fiat,5,1300,Gasolina,0 km,Argo,Mecánica,Drive,2022,1300 cc,,,,4x2,Sí,,,
MCO855103946,Chevrolet Sonic Lp Hb 1.6 Automatico,43000000,COP,Usado,Sí,Chevrolet,5,1.6,Gasolina y gas,51000 km,Sonic,Automática,Lp Hb 1.6,2017,1600 cc,,,,Delantera,Sí,,,
MCO855097414,Renault Koleos 2015 2.5 Sportway 4x4,75000000,COP,Usado,,Renault,5,2.5,Gasolina,30000 km,Koleos,Mecánica,2.5 Sportway 4x4,2015,2.5 L,g2,5,170 hp,4x4,Sí,,,
MCO854700422,Mini Cooper 2.0 Cooper S 5 Puert,109000000,COP,Usado,,Mini,5,,Gasolina,7000 km,Cooper,Automática,2.0 Cooper S 5 Puert,2019,,,,,,,,,
MCO854724640,Toyota,123000000,COP,Usado,,Audi,4,2.4,Gasolina,125000 km,A4,Automática,2.4 V6,2001,2.4 L,,5,170 hp,Delantera,Sí,,,
MCO854569267,Toyota 4,123000000,COP,Usado,,Audi,4,1.8,Gasolina,125000 km,A4,Automática,1.8t Luxury 4 p,2007,1.8 L,,5,163 hp,Delantera,Sí,,,
MCO863809511,Mazda Cx-5 2016 2.0 Touring Camioneta,82900000,COP,Usado,,Mazda,5,2.0,Gasolina,91000 km,CX-5,Mecánica,2.0 Touring Camioneta,2016,2 L,,5,152 hp,4x4,Sí,,,
MCO854571648,Toyota 2018,220000000,COP,Usado,Sí,Toyota,5,4.0,Gasolina,36000 km,4Runner,Automática,4.0 Limited Fl,2018,4 L,,5,275 hp,4x4,Sí,,,
MCO854244458,Kia Cerato 2020 1.6 Vivro Vibrant Aut,80000000,COP,Usado,,Kia,4,1.6,Gasolina,23000 km,Cerato,Automática,1.6 Vivro Vibrant Aut,2020,1.6 L,,5,13 hp,Delantera,Sí,,,
MCO854281916,Chevrolet Tracker 2019 1.8 Lt,69900000,COP,Usado,,Chevrolet,5,1.8,Gasolina,48000 km,Tracker,Mecánica,1.8 Lt,2019,1.8 L,,5,138 hp,4x2,Sí,,,
MCO854237169,Chevrolet Onix Ltz,51500000,COP,Usado,,Chevrolet,4,,Gasolina,30000 km,Onix,Mecánica,LTZ,2019,1400 L,,,,,,,,
MCO854240811,Toyota Prado Tx,187000000,COP,Usado,,Toyota,5,,Gasolina,106000 km,Prado,Automática,TX,2015,,,,,,,,,
MCO854202435,Toyota Fortuner 2020 2.7l,175000000,COP,Usado,,Toyota,5,2.7,Gasolina,38000 km,Fortuner,Automática,2.7l,2020,2.7 L,,5,163 hp,4x2,Sí,,,
MCO853994129,Bmw Serie 3 316i Luxury,76000000,COP,Usado,,BMW,4,,Gasolina,46500 km,Serie 3,Automática,316i Luxury,2015,,,,,,,,,
MCO853865672,Toyota Vxr ,60000000,COP,Usado,,Toyota,5,,Gasolina,226000 km,SAHARA,Automática,VXR,2000,,,,,4x4,,,,
